rec,include,cat,new_species,marker,genBank_accession_no,BIN,SRA_NO,taxonConceptID,scientificName/TCID,phylum,lower_taxon,catalog_no,in-house_spec_no,typeStatus,year_date,cruise,contractor_Area,STATION-collection_code,lat,long,depth,data_name,database_link,DATA_SOURCE,ref_short,ref2,record_elsewhere,note
4082,,,,16S,MZ570331,,,Prionospio sp. (NHM_884),Prionospio,Annelida,Spionidae,ANEA 2019.10022,NHM_884,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
4083,,,,16S,MZ570332,,,Prionospio sp. (NHM_266),Prionospio,Annelida,Spionidae,ANEA 2019.10023,NHM_886,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
4084,,,,COI,MZ562502,,,Prionospio sp. (NHM_914),Prionospio,Annelida,Spionidae,ANEA 2019.10024,NHM_914,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
4085,,,,18S,MZ570285,,,Prionospio sp. (NHM_914),Prionospio,Annelida,Spionidae,ANEA 2019.10024,NHM_914,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
4086,,,,16S,MZ570333,,,Prionospio sp. (NHM_914),Prionospio,Annelida,Spionidae,ANEA 2019.10024,NHM_914,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
4087,,,,18S,MZ570286,,,Prionospio sp. (NHM_884),Prionospio,Annelida,Spionidae,ANEA 2019.10025,NHM_943,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
4088,,,,16S,MZ570334,,,Prionospio sp. (NHM_884),Prionospio,Annelida,Spionidae,ANEA 2019.10025,NHM_943,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
4089,,,,COI,MZ562503,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.30,NHM_944,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
4090,,,,16S,MZ570335,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.30,NHM_944,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
4091,,,,16S,MZ570336,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10026,NHM_957C,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
4092,,,,18S,MF959831,,,,Procenognatha semisensata,Arthropoda,Diaixidae,,,,,,,,-117.01,11.84,,,,,Laakmann_etal_2019,,GBIF,record found via GBIF geotagged INDSC sequences
4093,,,,18S,MF959832,,,,Cenognatha,Arthropoda,Scolecitrichidae,,,,,,,,-117.51,11.81,,,,,Laakmann_etal_2019,,GBIF,record found via GBIF geotagged INDSC sequences
4094,,,,28S,MF959856,,,,Procenognatha semisensata,Arthropoda,Diaixidae,,,,,,,,-117.01,11.84,,,,,Laakmann_etal_2019,,GBIF,record found via GBIF geotagged INDSC sequences
4095,,,,28S,MF959857,,,,Cenognatha,Arthropoda,Scolecitrichidae,,,,,,,,-117.51,11.81,,,,,Laakmann_etal_2019,,GBIF,record found via GBIF geotagged INDSC sequences
4096,,,,ITS2,MF959882,,,,Procenognatha semisensata,Arthropoda,Diaixidae,,,,,,,,-117.01,11.84,,,,,Laakmann_etal_2019,,GBIF,record found via GBIF geotagged INDSC sequences
4097,,,,ITS2,MF959883,,,,Cenognatha,Arthropoda,Scolecitrichidae,,,,,,,,-117.51,11.81,,,,,Laakmann_etal_2019,,GBIF,record found via GBIF geotagged INDSC sequences
4098,,,,CytB,MF959906,,,,Procenognatha semisensata,Arthropoda,Diaixidae,,,,,,,,-117.01,11.84,,,,,Laakmann_etal_2019,,GBIF,record found via GBIF geotagged INDSC sequences
4099,,,,COI,MF959924,,,,Procenognatha semisensata,Arthropoda,Diaixidae,,,,,,,,-117.01,11.84,,,,,Laakmann_etal_2019,,GBIF,record found via GBIF geotagged INDSC sequences
4100,,,,COI,KC626567,,,,Metacrinus serratus,Echinodermata,Pentacrinitidae,,,,,,,,-123.79,9.65,,,,,Hemery_etal_2013,,GBIF,record found via GBIF geotagged INDSC sequences
4101,,,,COI,KY908349,,,,Porcellanaster,Echinodermata,Porcellanasteridae,"BIONOD, cruise 12",,,,,,,-116.5,11.46,,,,,Petrov_etal_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4102,,,,COI,KY908355,,,,Styracaster transitvus,Echinodermata,Porcellanasteridae,"BIONOD, cruise 12",,,,,,,-117.03,11.49,,,,,Petrov_etal_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4103,,,,16S,KY908357,,,,Porcellanaster,Echinodermata,Porcellanasteridae,"BIONOD, cruise 12",,,,,,,-116.5,11.46,,,,,Petrov_etal_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4104,,,,,KT777467,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4105,,,,,KT777468,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4106,,,,,KT777469,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4107,,,,,KT777470,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4108,,,,,KT777471,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4109,,,,,KT777472,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4110,,,,,KT777473,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4111,,,,,KT777474,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4112,,,,,KT777475,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4113,,,,,KT777476,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4114,,,,,KT777477,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4115,,,,,KT777478,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4116,,,,28S,KT777479,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-119.29,11.32,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4117,,,,28S,KT777480,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-119.29,11.32,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4118,,,,28S,KT777481,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-119.29,11.32,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4119,,,,,KT777482,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4120,,,,,KT777483,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4121,,,,,KT777484,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4122,,,,,KT777485,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4123,,,,,KT777486,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4124,,,,,KT777487,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4125,,,,,KT777488,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4126,,,,,KT777489,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4127,,,,,KT777490,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4128,,,,,KT777491,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4129,,,,,KT777492,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4130,,,,28S,KT777493,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-116.19,11.59,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4131,,,,28S,KT777494,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-116.19,11.59,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4132,,,,,KT777495,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4133,,,,28S,KT777496,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-119.29,11.32,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4134,,,,28S,KT777497,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-119.29,11.32,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4135,,,,,KT777498,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4136,,,,,KT777499,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4137,,,,,KT777500,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4138,,,,,KT777501,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4139,,,,,KT777502,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4140,,,,,KT777503,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4141,,,,,KT777504,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4142,,,,,KT777505,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4143,,,,,KT777506,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4144,,,,,KT777507,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4145,,,,,KT777508,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4146,,,,28S,KT777509,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-119.29,11.32,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4147,,,,28S,KT777510,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-119.29,11.32,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4148,,,,28S,KT777511,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-119.29,11.32,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4149,,,,28S,KT777512,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-119.29,11.32,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4150,,,,,KT777513,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4151,,,,,KT777514,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4152,,,,,KT777515,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4153,,,,,KT777516,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4154,,,,,KT777517,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4155,,,,,KT777518,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4156,,,,,KT777519,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4157,,,,,KT777520,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4158,,,,,KT777521,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4159,,,,28S,KT777522,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-116.19,11.59,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4160,,,,,KT777523,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4161,,,,28S,KT777524,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-119.29,11.32,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4162,,,,,KT777525,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4163,,,,,KT777526,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4164,,,,,KT777527,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4165,,,,,KT777528,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4166,,,,,KT777529,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4167,,,,,KT777530,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4168,,,,,KT777531,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4169,,,,,KT777532,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4170,,,,,KT777533,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4171,,,,,KT777534,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4172,,,,,KT777535,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4173,,,,,KT777536,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4174,,,,18S,KT777537,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,-116.19,11.59,,,,,Miljutin&Miljutina_2016,,GBIF,record found via GBIF geotagged INDSC sequences
4175,,,,,KT777538,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4176,,,,,KT777539,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4177,,,,,KT777540,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4178,,,,,KT777541,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4179,,,,,KT777542,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4180,,,,,KT777543,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4181,,,,,KT777544,,,,Chromadoridae,Nematoda,Chromadoridae,,,,,,,,,,,,,,Miljutin&Miljutina_2016,,,
4182,,,,COI,MZ474200,,,Abyssorchomene chevreuxi,,Arthropoda,Uristidae,,008_BOT2,,,JC120,APEI 6: Abyssal plain,JC120-008_Deep_Plain_1,16.8909,-123.0044333,4313,,,,Bribiesca-Contreras_etal_2021,,,Abyssal plain
4185,,,,COI,MZ474223,,,Paracallisoma sp. CCZ_242C,,Arthropoda,Scopelocheiridae,,BOT2,,,JC120,APEI 6: Abyssal plain,JC120-008_Deep_Plain_1,16.8909,-123.0044333,4313,,,,Bribiesca-Contreras_etal_2021,,,Abyssal plain
4188,,,,COI,MZ474224,,,Valettietta cf. anacantha 1,,Arthropoda,Valettiopsidae,,VANA_APEI601,,,JC120,APEI 6: Abyssal plain,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Abyssal plain
4191,,,,COI,MZ474225,,,Valettietta cf. anacantha 1,,Arthropoda,Valettiopsidae,,VANA_APEI602,,,JC120,APEI 6: Abyssal plain,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Abyssal plain
4194,,,,COI,MZ474201,,,Paralicella caperesca,,Arthropoda,Alicellidae,,BOT1E,,,JC120,APEI 6: Trough,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Trough
4197,,,,COI,MZ474202,,,Abyssorchomene distinctus,,Arthropoda,Uristidae,,BOT1G,,,JC120,APEI 6: Trough,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Trough
4200,,,,COI,MZ474203,,,Paralicella caperesca,,Arthropoda,Alicellidae,,BOT2B,,,JC120,APEI 6: Trough,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Trough
4203,,,,COI,MZ474204,,,Abyssorchomene distinctus,,Arthropoda,Uristidae,,BOT2C,,,JC120,APEI 6: Trough,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Trough
4206,,,,COI,MZ474205,,,Paralicella caperesca,,Arthropoda,Alicellidae,,BOT2E,,,JC120,APEI 6: Trough,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Trough
4209,,,,COI,MZ474206,,,Paralicella caperesca,,Arthropoda,Alicellidae,,BOT2G,,,JC120,APEI 6: Trough,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Trough
4212,,,,COI,MZ474207,,,Paralicella caperesca,,Arthropoda,Alicellidae,,BOT2H,,,JC120,APEI 6: Trough,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Trough
4215,,,,COI,MZ474208,,,Paralicella caperesca,,Arthropoda,Alicellidae,,BOT2I,,,JC120,APEI 6: Trough,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Trough
4218,,,,COI,MZ474209,,,Eurythenes maldoror,,Arthropoda,Eurytheneidae,,BOT2J,,,JC120,APEI 6: Trough,JC120-039_Trough_5,17.32096667,-122.8326167,4230,,,,Bribiesca-Contreras_etal_2021,,,Trough
4221,,,,COI,MZ474227,,,Cyclocaris sp. CCZ_004,,Arthropoda,Cyclocaridae,CCZ_004.1,GBC011,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4224,,,,COI,MZ474228,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_008.1,GBC013,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4227,,,,COI,MZ474229,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_011.1,GBC015,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4230,,,,COI,MZ474230,,,Paralicella caperesca,,Arthropoda,Alicellidae,CCZ_012.1,GBC017,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4231,,,,16S,MZ444009,,,Paralicella caperesca,,Arthropoda,Alicellidae,CCZ_012.1,GBC017,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4232,,,,18S,MZ444015,,,Paralicella caperesca,,Arthropoda,Alicellidae,CCZ_012.1,GBC017,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4233,,,,COI,MZ474231,,,Cyclocaris sp. CCZ_004,,Arthropoda,Cyclocaridae,CCZ_013.1,GBC019,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4236,,,,COI,MZ474232,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_015A.1,GBC021,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4239,,,,COI,MZ474233,,,Paralicella caperesca,,Arthropoda,Alicellidae,CCZ_015B.1,GBC023,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4242,,,,COI,MZ474234,,,Abyssorchomene gerulicorbis,,Arthropoda,Uristidae,CCZ_015C.1,GBC025,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4244,,,,18S,MZ444024,,,Abyssorchomene gerulicorbis,,Arthropoda,Uristidae,CCZ_015C.1,GBC025,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4245,,,,COI,MZ474235,,,Cyclocaris sp. CCZ_004,,Arthropoda,Cyclocaridae,CCZ015D.1,GBC027,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4248,,,,COI,MZ474236,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_037.1,GBC029,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4251,,,,COI,MZ474237,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_036.1,GBC031,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4254,,,,COI,MZ474238,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_039.1,GBC033,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4257,,,,COI,MZ474239,,,Paralicella caperesca,,Arthropoda,Alicellidae,CCZ_044.1,GBC035,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4260,,,,COI,MZ474240,,,Paralicella caperesca,,Arthropoda,Alicellidae,CCZ_053.1,GBC039,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4263,,,,COI,MZ474241,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_056A.1,GBC041,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4266,,,,COI,MZ474242,,,Paralicella caperesca,,Arthropoda,Alicellidae,CCZ_056B.1,GBC043,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4269,,,,COI,MZ474243,,,Cyclocaris sp. CCZ_004,,Arthropoda,Cyclocaridae,CCZ_056D.1,GBC045,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4272,,,,COI,MZ474244,,,Abyssorchomene gerulicorbis,,Arthropoda,Uristidae,CCZ_056E.1,GBC047,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4275,,,,COI,MZ474245,,,Abyssorchomene gerulicorbis,,Arthropoda,Uristidae,CCZ_056F.1,GBC049,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4278,,,,COI,MZ474246,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_057A.1,GBC051,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4281,,,,COI,MZ474247,,,Abyssorchomene distinctus,,Arthropoda,Uristidae,CCZ_147F,GBC053,,,DeepCCZ,APEI 4: Plain,,7.215583333,-149.8283383,4854,,,,Bribiesca-Contreras_etal_2021,,,Plain
4283,,,,18S,MZ444028,,,Abyssorchomene distinctus,,Arthropoda,Uristidae,CCZ_147F,GBC053,,,DeepCCZ,APEI 4: Plain,,7.215583333,-149.8283383,4854,,,,Bribiesca-Contreras_etal_2021,,,Plain
4284,,,,COI,MZ474248,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_125.1,GBC055,,,DeepCCZ,APEI 4: Plain,,7.215583333,-149.8283383,4854,,,,Bribiesca-Contreras_etal_2021,,,Plain
4287,,,,COI,MZ474249,,,Cyclocaris sp. CCZ_004,,Arthropoda,Cyclocaridae,CCZ_057B.1,GBC057,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4288,,,,16S,MZ444005,,,Cyclocaris sp. CCZ_004,,Arthropoda,Cyclocaridae,CCZ_057B.1,GBC057,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4289,,,,18S,MZ444035,,,Cyclocaris sp. CCZ_004,,Arthropoda,Cyclocaridae,CCZ_057B.1,GBC057,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4290,,,,COI,MZ474250,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_124.1,GBC059,,,DeepCCZ,APEI 4: Plain,,7.215583333,-149.8283383,4854,,,,Bribiesca-Contreras_etal_2021,,,Plain
4293,,,,COI,MZ474251,,,Paralicella tenuipes,,Arthropoda,Alicellidae,CCZ_057C.1,GBC061,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
4296,,,,COI,MZ474252,,,Abyssorchomene gerulicorbis,,Arthropoda,Uristidae,CCZ_057D.1,GBC063,,,DeepCCZ,APEI 7: Plain,,4.985383333,-141.9150667,4865,,,,Bribiesca-Contreras_etal_2021,,,Plain
